codocorren,data,hora,mes,diaSemana,tipo,viaA,viaB,tipoenvolv,tipoAutomo,genero,idade,embriagado,vitima,obito,habilitado,ciclo,pavimentac,viaACod,viaATotal,viaAFxRola,viaBCod,viaBtotal,viaBFxRola,bairro,zona,longX,latY,intersecao,intersecaoCodA,intersecaoCodB,intersecaolongx,intersecaolaty,intersecaoCiclo
2019-342,2019-02-12,09:45,Fevereiro,terça-feira,choque,R.João Bauer,Av.Cel.Marcos Konder,veículo,Automóvel,masc.,80,0,0,0,1,,Asfalto,353,"13,2","9,6",274,30,22,Centro,Área Urbana,-48.65966625,-26.91197048,Av.Cel.Marcos Konder-Av.Joca Brandão,274,264,-48.659204071297026,-26.912288923060657,
2019-539,2019-03-07,13:00,Março,quinta-feira,colisão,Av.Cel.Marcos Konder,,"veículo,veículo","Automóvel,Camioneta","masc.,masc.","43,42",0,0,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.65911953,-26.91256238,Av.Cel.Marcos Konder-Av.Joca Brandão,274,264,-48.659204071297026,-26.912288923060657,
2019-672,2019-03-20,11:00,Março,quarta-feira,colisão,Av.Cel.Marcos Konder,,"veículo,veículo","Automóvel,Automóvel",masc.,55,0,0,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.6591053,-26.91237641,Av.Cel.Marcos Konder-Av.Joca Brandão,274,264,-48.659204071297026,-26.912288923060657,
2019-717/721,2019-03-25,15:14,Março,segunda-feira,colisão,Av.Joca Brandão,Av.Cel.Marcos Konder,"veículo,veículo","Automóvel,Caminhão","masc.,masc.","29,40",0,0,0,1,,Asfalto,264,"26,4","20,4",274,30,22,Centro,Área Urbana,-48.65899698,-26.91223826,Av.Cel.Marcos Konder-Av.Joca Brandão,274,264,-48.659204071297026,-26.912288923060657,
2019-729,2019-03-25,15:30,Março,segunda-feira,colisão,Av.Joca Brandão,Av.Cel.Marcos Konder,"veículo,veículo","Caminhão,Automóvel",masc.,45,0,0,0,1,,Asfalto,264,"26,4","20,4",274,30,22,Centro,Área Urbana,-48.65923831,-26.91235787,Av.Cel.Marcos Konder-Av.Joca Brandão,274,264,-48.659204071297026,-26.912288923060657,
2019-763,2019-03-27,19:30,Março,quarta-feira,choque,Av.Cel.Marcos Konder,Av.Joca Brandão,veículo,Automóvel,masc.,20,0,0,0,1,,Asfalto,274,30,22,264,"26,4","20,4",Fazenda,Área Urbana,-48.65926527,-26.91226867,Av.Cel.Marcos Konder-Av.Joca Brandão,274,264,-48.659204071297026,-26.912288923060657,
2019-841,2019-04-08,12:30,Abril,segunda-feira,colisão,Av.Joca Brandão,,"veículo,veículo","Camioneta,Automóvel",masc.,59,0,0,0,1,,Asfalto,264,"26,4","20,4",NA,,,Centro,Área Urbana,-48.65809299,-26.9119982,Av.Cel.Marcos Konder-Av.Joca Brandão,274,264,-48.659204071297026,-26.912288923060657,
2019-424,2019-02-14,11:45,Fevereiro,quinta-feira,abalroamento,R.Alfredo Trompowisky,,"veículo,veículo","Automóvel,Camioneta",masc.,65,0,0,0,1,,Asfalto,314,15,11,NA,,,Centro,Área Urbana,-48.66766955,-26.90760595,R.Alfredo Trompowisky-R.Alfredo Trompowisky,314,314,-48.667839116708656,-26.907605982048725,
2019-701,2019-03-22,18:00,Março,sexta-feira,colisão,Av.Cel.Marcos Konder,,"veículo,veículo","Automóvel,Caminhonete","fem.,masc.","19,38",0,0,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.66037818,-26.91027942,Av.Cel.Marcos Konder-R.Dr.Aderbal Ramos da Silva,274,372,-48.66030690961547,-26.91001942043504,
2019-884,2019-04-13,10:35,Abril,sábado,colisão,Av.Cel.Marcos Konder,,"veículo,veículo","Caminhonete,Utilitário",masc.,21,0,0,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.66029138,-26.91043308,Av.Cel.Marcos Konder-R.Dr.Aderbal Ramos da Silva,274,372,-48.66030690961547,-26.91001942043504,
2019-123,2019-01-17,13:00,Janeiro,quinta-feira,abalroamento,Av.Cel.Marcos Konder,,"veículo,veículo","Automóvel,Ônibus","masc.,masc.","79,49",0,0,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.6601206,-26.91074329,Av.Cel.Marcos Konder-R.Ver.João Angelino Lopes Júnior,274,371,-48.65982363855059,-26.911241373949117,
2019-124,2019-01-18,14:25,Janeiro,sexta-feira,abalroamento,Av.Cel.Marcos Konder,,"veículo,veículo","Automóvel,Caminhonete","fem.,masc.","31,58",0,0,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.65963397,-26.9115746,Av.Cel.Marcos Konder-R.Ver.João Angelino Lopes Júnior,274,371,-48.65982363855059,-26.911241373949117,
2019-434,2019-02-22,11:20,Fevereiro,sexta-feira,colisão,Av.Cel.Marcos Konder,,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","42,24",0,0,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.65994751,-26.91122424,Av.Cel.Marcos Konder-R.Ver.João Angelino Lopes Júnior,274,371,-48.65982363855059,-26.911241373949117,
2019-572,2019-03-11,12:50,Março,segunda-feira,colisão,R.João Bauer,,"veículo,veículo","Camioneta,Automóvel","masc.,masc.","65,27",0,0,0,1,,Asfalto,353,"13,2","9,6",NA,,,Centro,Área Urbana,-48.660002,-26.91168214,Av.Cel.Marcos Konder-R.Ver.João Angelino Lopes Júnior,274,371,-48.65982363855059,-26.911241373949117,
2019-960,2019-04-18,18:10,Abril,quinta-feira,colisão,R.João Bauer,,"veículo,veículo","Utilitário,Camioneta",fem.,29,0,0,0,1,,Asfalto,353,"13,2","9,6",NA,,,Centro,Área Urbana,-48.65999658,-26.91164075,Av.Cel.Marcos Konder-R.Ver.João Angelino Lopes Júnior,274,371,-48.65982363855059,-26.911241373949117,
2019-976,2019-04-25,06:50,Abril,quinta-feira,colisão,Av.Cel.Marcos Konder,,"veículo,veículo,veículo","Caminhão_Trator,Semireboque,Automóvel","masc.,masc.,masc.","63,63,29",0,0,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.65995264,-26.91130442,Av.Cel.Marcos Konder-R.Ver.João Angelino Lopes Júnior,274,371,-48.65982363855059,-26.911241373949117,
2019-1005,2019-04-27,08:45,Abril,sábado,colisão,Av.Cel.Marcos Konder,,"veículo,veículo","Automóvel,Automóvel",fem.,41,0,0,0,1,,Asfalto,274,30,22,NA,,,Fazenda,Área Urbana,-48.66004697,-26.91090417,Av.Cel.Marcos Konder-R.Ver.João Angelino Lopes Júnior,274,371,-48.65982363855059,-26.911241373949117,
2019-82,2019-01-11,18:35,Janeiro,sexta-feira,colisão,Av.7 de Setembro,Av.Ver.Abrahão João Francisco,"veículo,veículo","Automóvel,Automóvel",fem.,41,0,0,0,1,ciclovia,Asfalto,276,18,12,265,"29,4","16,4",Fazenda,Área Urbana,-48.6549586,-26.91735637,Av.Ver.Abrahão João Francisco-R.Eduardo Gonçalves Dutra,265,679,-48.65507611761211,-26.917415349619706,
2019-1016,2019-04-30,16:00,Abril,terça-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","36,34",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.65505579,-26.91737902,Av.Ver.Abrahão João Francisco-R.Eduardo Gonçalves Dutra,265,679,-48.65507611761211,-26.917415349619706,
2019-74,2019-01-11,07:41,Janeiro,sexta-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo,veículo","Camioneta,Caminhonete,Motocicleta","masc.,masc.,masc.","57,41,38",0,1,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.69674889,-26.93663277,Av.Ver.Abrahão João Francisco-Rod.BR-101,265,1288,-48.69701346002278,-26.936821043706974,
2019-437,2019-02-22,15:00,Fevereiro,sexta-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Automóvel,Automóvel",fem.,32,0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.696518,-26.93657165,Av.Ver.Abrahão João Francisco-Rod.BR-101,265,1288,-48.69701346002278,-26.936821043706974,
2019-726,2019-03-25,18:00,Março,segunda-feira,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo","Caminhonete,Automóvel",masc.,42,0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.69677739,-26.93663454,Av.Ver.Abrahão João Francisco-Rod.BR-101,265,1288,-48.69701346002278,-26.936821043706974,
2019-771,2019-03-30,19:05,Março,sábado,colisão,Av.Ver.Abrahão João Francisco,,"veículo,veículo,veículo","Automóvel,Automóvel,Automóvel","masc.,masc.,masc.","77,38,30",0,0,0,1,ciclovia,Asfalto,265,"29,4","16,4",NA,,,Carvalho,Área Urbana,-48.69650119,-26.93653751,Av.Ver.Abrahão João Francisco-Rod.BR-101,265,1288,-48.69701346002278,-26.936821043706974,
2019-700,2019-03-22,18:20,Março,sexta-feira,colisão,R.Lauro Muller,,"veículo,veículo","Caminhão,Automóvel",masc.,37,0,0,0,1,,Asfalto,282,"13,2","9,6",NA,,,Fazenda,Área Urbana,-48.65434847,-26.912117,R.Lauro Muller-R.Laguna,282,626,-48.65437484819271,-26.9122378240081,
2019-601,2019-03-14,08:10,Março,quinta-feira,colisão,R.Izaura Dalago,R.Benjamin Franklin Pereira,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","52,37",0,0,0,1,,Lajota,241,10,6,223,"15,2","11,4",Vila Operária,Área Urbana,-48.67226981,-26.90573629,R.Joaquim José de Freitas-R.Jaime Sebastião Cardoso,240,248,-48.67252834269259,-26.905766021686595,
2019-259,2019-01-25,18:10,Janeiro,sexta-feira,colisão,Av.Irineu Bornhausen,R.Max,"veículo,veículo","Motocicleta,Automóvel","masc.,fem.","22,29",0,1,0,1,,Asfalto,161,15,9,220,10,7,Centro,Área Urbana,-48.67237114,-26.90062333,R.Max-Av.Irineu Bornhausen,220,161,-48.67238487945449,-26.900630400745708,
2019-400,2019-02-21,09:20,Fevereiro,quinta-feira,colisão,Av.Irineu Bornhausen,,"veículo,veículo,veículo","Ônibus,Caminhão Trator,Semireboque","masc.,masc.,masc.","46,51,51",0,0,0,1,,Asfalto,161,15,9,NA,,,Centro,Área Urbana,-48.67246972,-26.90054363,R.Max-Av.Irineu Bornhausen,220,161,-48.67238487945449,-26.900630400745708,
2019-464,2019-02-26,08:50,Fevereiro,terça-feira,colisão,Av.Irineu Bornhausen,,"veículo,veículo","Automóvel,Motocicleta","fem.,masc.","28,21",0,1,0,1,,Asfalto,161,15,9,NA,,,Centro,Área Urbana,-48.67257397,-26.90035538,R.Max-Av.Irineu Bornhausen,220,161,-48.67238487945449,-26.900630400745708,
2019-961,2019-04-23,10:15,Abril,terça-feira,engavetamento,Av.Irineu Bornhausen,,"veículo,veículo","Automóvel,Caminhonete",masc.,36,0,0,0,1,,Asfalto,161,15,9,NA,,,Centro,Área Urbana,-48.67267801,-26.90030996,R.Max-Av.Irineu Bornhausen,220,161,-48.67238487945449,-26.900630400745708,
2019-725,2019-03-26,08:45,Março,terça-feira,colisão,Av.7 de Setembro,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","69,43",0,0,0,1,,Asfalto,276,18,12,NA,,,Fazenda,Área Urbana,-48.6565384,-26.91351043,Av.7 de Setembro-R.Laguna,276,626,-48.6566605534734,-26.913010734819387,
2019-554,2019-03-08,12:30,Março,sexta-feira,colisão,R.Florianópolis,,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","51,54",0,0,0,1,,Asfalto,672,"13,2","9,6",NA,,,Fazenda,Área Urbana,-48.65067395,-26.92360957,Av.7 de Setembro-R.Marciano Marquetti,276,696,-48.650617201745035,-26.923995140796233,
2019-693,2019-03-22,10:50,Março,sexta-feira,colisão,R.Florianópolis,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","42,63",0,0,0,1,,Asfalto,672,"13,2","9,6",NA,,,Fazenda,Área Urbana,-48.6508463,-26.92352338,Av.7 de Setembro-R.Marciano Marquetti,276,696,-48.650617201745035,-26.923995140796233,
2019-949,2019-04-17,16:50,Abril,quarta-feira,colisão,Av.Osvaldo Reis,R.Florianópolis,"veículo,veículo","Automóvel,Automóvel",masc.,58,0,0,0,1,ciclovia,Asfalto,586,34,21,672,"13,2","9,6",Fazendinha,Área Urbana,-48.65038103,-26.92424001,Av.7 de Setembro-R.Marciano Marquetti,276,696,-48.650617201745035,-26.923995140796233,
2019-959,2019-04-23,09:50,Abril,terça-feira,colisão,R.Marciano Marquetti,Av.7 de Setembro,"veículo,veículo","Utilitário,Automóvel",masc.,35,0,0,0,1,,Misto (Asfalto/Lajota),696,11,7,276,18,12,Fazenda,Área Urbana,-48.65063878,-26.92440106,Av.7 de Setembro-R.Marciano Marquetti,276,696,-48.650617201745035,-26.923995140796233,
2019-321,2019-02-08,17:50,Fevereiro,sexta-feira,colisão,Av.7 de Setembro,,"veículo,veículo","Automóvel,Automóvel",masc.,37,0,0,0,1,,Asfalto,276,18,12,1878,,,Fazenda,Área Urbana,-48.65283976,-26.92225737,Av.7 de Setembro-R.José Gopertino Chaves,276,684,-48.65293631862045,-26.921944734083525,
2019-517,2019-03-03,19:25,Março,domingo,colisão,Av.7 de Setembro,,"veículo,veículo","Utilitário,Automóvel","masc.,masc.","34,33",0,0,0,1,,Asfalto,276,18,12,NA,,,Fazenda,Área Urbana,-48.65272984,-26.92248382,Av.7 de Setembro-R.José Gopertino Chaves,276,684,-48.65293631862045,-26.921944734083525,
2019-742/744,2019-03-27,14:15,Março,quarta-feira,abalroamento,Av.7 de Setembro,,"veículo,veículo","Utilitário,Caminhão","masc.,masc.","67,32",0,0,0,1,,Asfalto,276,18,12,NA,,,Fazenda,Área Urbana,-48.65309919,-26.92163185,Av.7 de Setembro-R.José Gopertino Chaves,276,684,-48.65293631862045,-26.921944734083525,
2019-958,2019-04-03,14:00,Abril,quarta-feira,colisão,Av.7 de Setembro,,"veículo,veículo","Motoneta,Utilitário",fem.,62,0,0,0,1,,Asfalto,276,18,12,NA,,,Fazenda,Área Urbana,-48.65287937,-26.92226073,Av.7 de Setembro-R.José Gopertino Chaves,276,684,-48.65293631862045,-26.921944734083525,
2019-325,2019-02-09,11:40,Fevereiro,sábado,colisão,R.Indaial,,"veículo,veículo","Automóvel,Automóvel","fem.,masc.","60,32",0,0,0,1,,Asfalto,227,17,11,1830,,,Dom Bosco,Área Urbana,-48.67771622,-26.90474955,R.Teodoro Luiz Pereira-R.Teodoro Luiz Pereira,233,233,-48.67732577188794,-26.90456694850402,
2019-541,2019-03-04,11:30,Março,segunda-feira,colisão,R.Indaial,R.Teodoro Luiz Pereira,"veículo,veículo","Motoneta,Automóvel",masc.,21,0,1,0,1,,Asfalto,227,17,11,233,12,7,Dom Bosco,Área Urbana,-48.67776252,-26.90448196,R.Teodoro Luiz Pereira-R.Teodoro Luiz Pereira,233,233,-48.67732577188794,-26.90456694850402,
2019-571,2019-03-11,11:50,Março,segunda-feira,colisão,R.Teodoro Luiz Pereira,,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","37,53",0,0,0,1,,Lajota,233,12,7,NA,,,São João,Área Urbana,-48.67868563,-26.90447898,R.Teodoro Luiz Pereira-R.Martha Souza da Silva,233,238,-48.678670158234006,-26.904429780003607,
2019-766,2019-03-30,11:20,Março,sábado,colisão,R.Teodoro Luiz Pereira,,"veículo,veículo","Motocicleta,Caminhonete","fem.,masc.","49,35",0,0,0,1,,Lajota,233,12,7,NA,,,São João,Área Urbana,-48.67880512,-26.90444546,R.Teodoro Luiz Pereira-R.Martha Souza da Silva,233,238,-48.678670158234006,-26.904429780003607,
2019-795,2019-02-22,18:15,Fevereiro,sexta-feira,atropelamento,R.Indaial,,"veículo,pedestre",Motoneta,fem.,34,0,1,0,1,,Asfalto,227,17,11,NA,,,Dom Bosco,Área Urbana,-48.67755162,-26.90592129,R.Joaquim José de Freitas-R.Joaquim José de Freitas,240,240,-48.677618306943735,-26.90578550774519,
2019-564,2019-03-10,12:00,Março,domingo,colisão,R.Joaquim José de Freitas,R.Indaial,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","56,50",0,0,0,1,,Lajota,240,10,7,227,17,11,São João,Área Urbana,-48.67777675,-26.90564823,R.Joaquim José de Freitas-R.Joaquim José de Freitas,240,240,-48.677618306943735,-26.90578550774519,
2019-733,2019-03-26,07:46,Março,terça-feira,colisão,R.Sebastião Romeu Soares,R.Gercino José Correa,"veículo,veículo","Motocicleta,Automóvel","masc.,masc.","35,22",0,1,0,1,,Misto (Asfalto/Lajota),1110,10,7,1100,12,8,Cordeiros,Área Urbana,-48.70536346,-26.88316696,R.Sebastião Romeu Soares-R.Gercino José Correa,1110,1100,-48.70539610047204,-26.88313838061844,
2019-899,2019-04-11,11:15,Abril,quinta-feira,atropelamento,R.Sebastião Romeu Soares,,"veículo,pedestre",Automóvel,"fem.,masc.","35,59",0,1,0,1,,Misto (Asfalto/Lajota),1110,10,7,NA,,,Cordeiros,Área Urbana,-48.70514,-26.88313346,R.Sebastião Romeu Soares-R.Gercino José Correa,1110,1100,-48.70539610047204,-26.88313838061844,
2019-1010,2019-04-29,18:10,Abril,segunda-feira,colisão,R.Sebastião Romeu Soares,,"veículo,veículo","Automóvel,Automóvel",fem.,52,0,0,0,1,,Misto (Asfalto/Lajota),1110,10,7,NA,,,Cordeiros,Área Urbana,-48.70506046,-26.88316209,R.Sebastião Romeu Soares-R.Gercino José Correa,1110,1100,-48.70539610047204,-26.88313838061844,
2019-147/180,2019-01-21,15:55,Janeiro,segunda-feira,colisão,Av.José Eugênio Muller,R.Alfredo Trompowisky,"veículo,veículo,veículo","Motocicleta,Automóvel,Automóvel","masc.,masc.,fem.","22,18,44",0,1,0,1,,Asfalto,262,15,11,314,15,11,São Judas,Área Urbana,-48.66998781,-26.90744486,R.Alfredo Trompowisky-Av.José Eugênio Muller,314,262,-48.66996652342898,-26.907424801825265,
2019-253/282,2019-02-01,14:30,Fevereiro,sexta-feira,colisão,Av.Mário Uriarte,R.Arnaldo Emílio Dalçóquio,"veículo,veículo","Automóvel,Automóvel","masc.,fem.","31,34",0,0,0,1,,Asfalto,1178,30,24,1183,10,7,Cordeiros,Área Urbana,-48.70921126,-26.90010334,Av.Mário Uriarte-R.Arnaldo Emílio Dalçóquio,1178,1183,-48.709237661167215,-26.90029405433671,
2019-707,2019-03-23,14:30,Março,sábado,colisão,R.João Matias Heil,,"veículo,veículo","Automóvel,Automóvel","masc.,masc.","45,52",0,0,0,1,,Lajota,656,12,9,NA,,,Fazenda,Área Urbana,-48.65786697,-26.91941866,R.João Matias Heil-R.Cesário Chaves,656,657,-48.65784590293314,-26.919331926098437,
2019-824,2019-04-03,17:30,Abril,quarta-feira,colisão,Av.7 de Setembro,R.Onze de Junho,"veículo,veículo","Camioneta,Automóvel","masc.,masc.","63,29",0,0,0,1,,Asfalto,276,18,12,648,"13,2","9,4",Fazenda,Área Urbana,-48.65213792,-26.92338545,R.Onze de Junho-Av.7 de Setembro,648,276,-48.6521527066369,-26.923451842548594,
2019-479,2019-02-27,12:05,Fevereiro,quarta-feira,colisão,R.Onze de Junho,R.Florianópolis,"veículo,veículo","Automóvel,Automóvel",masc.,64,0,0,0,1,,Asfalto,648,"13,2","9,4",672,"13,2","9,6",Fazenda,Área Urbana,-48.65148487,-26.92230958,R.Onze de Junho-R.Florianópolis,648,672,-48.65165689005685,-26.922522741522492,
2019-542,2019-03-07,15:50,Março,quinta-feira,colisão,R.Florianópolis,,"veículo,veículo","Utilitário,Caminhão","masc.,masc.","31,32",0,0,0,1,,Asfalto,672,"13,2","9,6",NA,,,Fazenda,Área Urbana,-48.65113853,-26.92276534,R.Onze de Junho-R.Florianópolis,648,672,-48.65165689005685,-26.922522741522492,
2019-916,2019-04-17,08:15,Abril,quarta-feira,abalroamento,R.Onze de Junho,R.Florianópolis,"veículo,veículo","Automóvel,Automóvel",masc.,54,0,0,0,1,,Asfalto,648,"13,2","9,4",672,"13,2","9,6",Fazenda,Área Urbana,-48.65149632,-26.92236914,R.Onze de Junho-R.Florianópolis,648,672,-48.65165689005685,-26.922522741522492,
2019-482,2019-02-27,13:30,Fevereiro,quarta-feira,colisão,R.Onze de Junho,,"veículo,veículo","Caminhonete,Automóvel","fem.,masc.","22,35",0,0,0,1,,Asfalto,648,"13,2","9,4",NA,,,Fazenda,Área Urbana,-48.65131678,-26.92185201,R.Agostinho Fernandes Vieira-R.Onze de Junho,647,648,-48.65133476052857,-26.921570806123892,
2019-519,2019-03-01,07:30,Março,sexta-feira,colisão,R.Onze de Junho,R.Agostinho Fernandes Vieira,"veículo,veículo,veículo","Motocicleta,Ônibus,Automóvel","fem.,masc.,masc.","44,58,35",0,1,0,1,,Asfalto,648,"13,2","9,4",647,10,7,Fazenda,Área Urbana,-48.65135476,-26.92178758,R.Agostinho Fernandes Vieira-R.Onze de Junho,647,648,-48.65133476052857,-26.921570806123892,
2019-910,2019-04-17,07:50,Abril,quarta-feira,colisão,R.Onze de Junho,R.Agostinho Fernandes Vieira,"veículo,veículo","Micro-ônibus,Automóvel","masc.,masc.","27,26",0,0,0,1,,Asfalto,648,"13,2","9,4",647,10,7,Fazenda,Área Urbana,-48.65133416,-26.92176135,R.Agostinho Fernandes Vieira-R.Onze de Junho,647,648,-48.65133476052857,-26.921570806123892,
2019-929/966,2019-04-18,19:30,Abril,quinta-feira,colisão,R.Erminio Machado,,"veículo,veículo,veículo","Caminhão,Automóvel,Automóvel","masc.,masc.,masc.","65,52,37",0,0,0,1,,Lajota,1117,10,7,NA,,,Cordeiros,Área Urbana,-48.6917228,-26.89107611,R.Henrique Borba dos Santos-R.Erminio Machado,1129,1117,-48.691740352405255,-26.8912167461252,
2019-53,2019-01-08,19:39,Janeiro,terça-feira,colisão,Av.Min.Victor Konder,,"veículo,veículo","Automóvel,Automóvel",fem.,32,0,0,0,1,compartilhado,Asfalto,280,20,12,NA,,,Centro,Área Urbana,-48.65137871,-26.91772986,R.Júlio Coutinho-R.Jorge Tzaschel,653,654,-48.65176113646247,-26.91817726134472,
2019-642,2019-03-17,17:00,Março,domingo,colisão,Av.Min.Victor Konder,,"veículo,veículo","Automóvel,Utilitário",masc.,24,0,0,0,1,compartilhado,Asfalto,280,20,12,NA,,,Centro,Área Urbana,-48.65133271,-26.91776713,R.Júlio Coutinho-R.Jorge Tzaschel,653,654,-48.65176113646247,-26.91817726134472,
2019-808,2019-04-03,19:35,Abril,quarta-feira,colisão,R.Júlio Coutinho,R.Jorge Tzaschel,"veículo,veículo","Motocicleta,Ônibus","masc.,masc.","19,47",0,0,0,1,,Asfalto,653,15,9,654,"13,4","9,8",Fazenda,Área Urbana,-48.65200157,-26.91841318,R.Júlio Coutinho-R.Jorge Tzaschel,653,654,-48.65176113646247,-26.91817726134472,
2019-809,2019-04-04,07:15,Abril,quinta-feira,abalroamento,R.Júlio Coutinho,,"veículo,veículo","Automóvel,Ônibus","masc.,masc.","35,36",0,0,0,1,,Asfalto,653,15,9,NA,,,Fazenda,Área Urbana,-48.65149871,-26.91808686,R.Júlio Coutinho-R.Jorge Tzaschel,653,654,-48.65176113646247,-26.91817726134472,
2019-830,2019-04-06,00:03,Abril,sábado,colisão,R.Jorge Tzaschel,,"veículo,veículo","Automóvel,Motocicleta","masc.,masc.","30,56",0,1,0,1,,Asfalto,654,"13,4","9,8",NA,,,Fazenda,Área Urbana,-48.65239931,-26.91822343,R.Júlio Coutinho-R.Jorge Tzaschel,653,654,-48.65176113646247,-26.91817726134472,
2019-911,2019-04-17,10:15,Abril,quarta-feira,colisão,R.Antônio Manoel Moreira,,"veículo,veículo","Caminhonete,Automóvel","masc.,masc.","25,50",0,0,0,1,,Asfalto,645,13,9,NA,,,Fazenda,Área Urbana,-48.651333,-26.91956077,R.Antônio Manoel Moreira-R.Jorge Tzaschel,645,654,-48.6511373855055,-26.91940050229337,
2019-336,2019-01-28,14:22,Janeiro,segunda-feira,colisão,R.Agostinho Fernandes Vieira,Av.7 de Setembro,"veículo,veículo","Motocicleta,Camioneta","masc.,masc.","33,33",0,1,0,1,,Asfalto,647,10,7,276,18,12,Fazenda,Área Urbana,-48.65336331,-26.920737,R.Telemaco Pereira Liberato-Av.7 de Setembro,644,276,-48.65356269189148,-26.92050925211739,
2019-260,2019-02-02,15:00,Fevereiro,sábado,colisão,Av.7 de Setembro,R.Marcos Antônio da Cunha,"veículo,veículo,veículo","Automóvel,Automóvel","fem.,fem.,fem.","35,22,64",0,1,0,1,,Asfalto,276,18,12,1500,0,0,Fazenda,Área Urbana,-48.65357482,-26.92050188,R.Telemaco Pereira Liberato-Av.7 de Setembro,644,276,-48.65356269189148,-26.92050925211739,
2019-475,2019-02-27,07:50,Fevereiro,quarta-feira,colisão,Av.7 de Setembro,,"veículo,veículo","Automóvel,Camioneta",fem.,19,0,0,0,1,,Asfalto,276,18,12,NA,,,Fazenda,Área Urbana,-48.65429697,-26.91875937,R.João Luiz Medeiros-Av.7 de Setembro,642,276,-48.65444989093857,-26.918467061187414,
